name,id,guid,type,icon,deathTime,abilityName,abilityGuid,abilityType,encounterId,encounterName,encounterDifficulty,encounterKill,encounterDate
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,390004,Void Bomb,404062,32,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,391114,Void Surge,404154,32,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,391161,Void Surge,404154,32,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,391308,Oblivion,401952,32,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,391386,Oblivion,401952,32,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,391652,Oblivion,401952,32,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,391865,Oblivion,401952,32,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,392067,Void Surge,404154,32,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,392139,Void Surge,404154,32,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,392225,Void Surge,404154,32,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,393255,Void Surge,404154,32,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Demonology,394263,Void Surge,404154,32,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,395133,Void Surge,404154,32,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,5906,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,6893,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,7412,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,7412,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Oprychbartek,98,180532497,Rogue,Rogue-Assassination,7950,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,9677,Glittering Surge,401819,64,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,13906,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Destruction,14424,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,14424,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,16411,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,16785,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,16900,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,16944,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,18245,,,,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,18524,Scorching Detonation,401525,4,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,18727,,,,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,18908,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,20400,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,109970,Dazzled,403202,64,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,241140,,,,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,270620,,,,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,271010,,,,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,274104,Embrace of Nothingness,405340,32,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,308666,Dread,404300,32,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,308666,Dread,404300,32,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,308666,Dread,404300,32,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,312339,Embrace of Nothingness,405340,32,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,312339,Embrace of Nothingness,405340,32,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,313120,Oblivion,401952,32,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,336355,,,,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,354004,Void Blast,408457,32,2685,2685,5,False,28/09/23
Oprychbartek,98,180532497,Rogue,Rogue-Assassination,355776,Oblivion,401952,32,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,363985,Void Blast,408457,32,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,375557,,,,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,378796,Embrace of Nothingness,405340,32,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,379012,Blasting Scream,404754,64,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,390073,Infinite Duress,407496,32,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,391135,Void Surge,404154,32,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,391301,Oblivion,401952,32,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,393106,Oblivion,401952,32,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,394271,Void Slash,408431,32,2685,2685,5,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,22814,Drifting Embers,402746,4,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,128424,Melee,1,1,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,130913,Lost In Space,404008,32,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,144151,,,,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,144413,,,,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,144619,,,,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,145054,,,,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,145258,,,,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,145546,,,,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,145701,,,,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,146280,,,,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,146491,Void Claws,411242,1,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,147006,,,,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,147225,,,,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,148196,Void Bomb,404062,32,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,148945,Cosmic Volley,411302,32,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,149216,Blasting Scream,404754,64,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,149475,Blasting Scream,404754,64,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,149535,,,,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,150803,,,,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,75898,Drifting Embers,402746,4,2685,2685,5,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,91506,Echoing Howl,410247,32,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,243053,,,,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,243148,,,,2685,2685,5,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,273850,Embrace of Nothingness,405340,32,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,274038,Void Bomb,404062,32,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,274038,Void Bomb,404062,32,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,290332,Void Slash,408431,32,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,293536,Oblivion,401952,32,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,310647,Oblivion,401952,32,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,312037,Embrace of Nothingness,405340,32,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,313006,Cosmic Ascension,403771,32,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,316524,Astral Formation,403510,1,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,322844,Melee,1,1,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,326209,Melee,1,1,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,329820,,,,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,329820,Melee,1,1,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,330000,Oblivion,401952,32,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,334193,Cauterize,87023,4,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,335591,Void Surge,404154,32,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,335918,Melee,1,1,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,336065,Oblivion,401952,32,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,21798,Drifting Embers,402746,4,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,51189,Drifting Embers,402746,4,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,60113,,,,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,60155,,,,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,60540,,,,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,60899,,,,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,61174,,,,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,61445,,,,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,61694,,,,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,61720,,,,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,63775,,,,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,64274,,,,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,65082,,,,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,65164,,,,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,65345,,,,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,65595,,,,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,65958,Scorching Bomb,401621,4,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,66679,,,,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,69886,,,,2685,2685,5,False,28/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,48590,Scorching Bomb,401621,4,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,50743,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,52727,Drifting Embers,402746,4,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,53841,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,63267,,,,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Preservation,64426,,,,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,65883,,,,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,66089,,,,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,66708,,,,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,68205,,,,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,68745,,,,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Subtlety,70075,,,,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,70381,Melee,1,1,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,75229,Melee,1,1,2685,2685,5,False,13/09/23
Lorellion,244,182995854,Paladin,Paladin-Holy,77526,Scorching Bomb,401621,4,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Demonology,77653,Melee,1,1,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,69049,Scorching Bomb,401621,4,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,73808,Disintegrated,401801,64,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,75060,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Demonology,75293,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,77339,,,,2685,2685,5,False,13/09/23
Lorellion,244,182995854,Paladin,Paladin-Holy,79997,Blazing Blast,401340,4,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,80285,Seared,402053,4,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Subtlety,90283,Seared,402053,4,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,91094,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,92272,Seared,402053,4,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,92791,,,,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,93087,Glittering Surge,401819,64,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Preservation,94136,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,94265,Seared,402053,4,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,94310,Glittering Surge,401819,64,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,95203,Glittering Surge,401819,64,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,96209,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,100108,,,,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Preservation,156627,,,,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,158691,,,,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,159234,Dread,404300,32,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,159603,,,,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,159696,Void Surge,404154,32,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,159765,Void Surge,404154,32,2685,2685,5,False,13/09/23
Lorellion,244,182995854,Paladin,Paladin-Holy,159765,Void Surge,404154,32,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,159828,Void Surge,404154,32,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,159844,Void Surge,404154,32,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,159908,Void Surge,404154,32,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,160031,Oblivion,401952,32,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,160741,Oblivion,401952,32,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Demonology,160859,Void Surge,404154,32,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,160898,Void Surge,404154,32,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,160898,Void Surge,404154,32,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Subtlety,162908,Void Surge,404154,32,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,164480,Void Surge,404154,32,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,164689,Void Surge,404154,32,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,43561,Mass Disintegrate,402600,64,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,48738,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,50561,Echoing Howl,410247,32,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,51784,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Lorellion,244,182995854,Paladin,Paladin-Holy,52675,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,53031,Burning Claws,401327,1,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Preservation,54235,,,,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,54364,,,,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,54545,Echoing Howl,410247,32,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,54653,Scorching Detonation,401525,4,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,54965,,,,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,56922,,,,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,58061,,,,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,58505,,,,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Subtlety,58953,,,,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,59562,,,,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,61986,Scorching Bomb,401621,4,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Preservation,6019,Scorching Bomb,401621,4,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,49043,Searing Breath,402051,4,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,75268,Seared,402053,4,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,93131,Glittering Surge,401819,64,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Preservation,109287,,,,2685,2685,5,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,109440,,,,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,109989,Dazzled,403202,64,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,110530,,,,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,110801,,,,2685,2685,5,False,13/09/23
Lorellion,244,182995854,Paladin,Paladin-Holy,111131,,,,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,111346,,,,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Subtlety,111454,,,,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,111654,,,,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,111742,,,,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,111924,,,,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,112073,,,,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,113067,,,,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,113067,,,,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,114354,,,,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,114936,,,,2685,2685,5,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,18536,,,,2685,2685,5,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,43036,Searing Breath,402051,4,2685,2685,5,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,129593,End Existence,410611,32,2685,2685,5,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,129710,End Existence,410611,32,2685,2685,5,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,129729,End Existence,410611,32,2685,2685,5,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,129729,End Existence,410611,32,2685,2685,5,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,129729,End Existence,410611,32,2685,2685,5,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,129729,End Existence,410611,32,2685,2685,5,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,129729,End Existence,410611,32,2685,2685,5,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,129729,End Existence,410611,32,2685,2685,5,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,129729,End Existence,410611,32,2685,2685,5,False,13/09/23
Peanutmage,242,180616658,Mage,Mage-Fire,129737,End Existence,410611,32,2685,2685,5,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,129737,End Existence,410611,32,2685,2685,5,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Assassination,129737,End Existence,410611,32,2685,2685,5,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Preservation,129737,End Existence,410611,32,2685,2685,5,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,129737,End Existence,410611,32,2685,2685,5,False,13/09/23
